emp_no,first_name,last_name,birth_date,from_date,to_date,title
91919,Suebskul,Facello,2/7/1964,3/15/1998,1/1/9999,Engineer
91920,Kerryn,Perko,3/9/1962,8/9/1992,1/1/9999,Senior Staff
91930,Amstein,Birke,5/1/1962,8/24/1987,1/1/9999,Senior Engineer
91931,Charmane,Merli,11/23/1964,5/18/1996,1/1/9999,Senior Staff
91946,Mohan,Jakobus,5/10/1962,2/22/1993,1/1/9999,Senior Staff
91952,Jongsuk,Lukaszewicz,11/21/1963,2/26/1998,1/1/9999,Staff
91954,Shin,Hemaspaandra,5/15/1964,5/15/1990,1/1/9999,Senior Engineer
91957,Kitty,Sidhu,8/2/1964,6/28/1989,1/1/9999,Staff
91962,Stein,Facello,5/22/1964,2/1/1997,1/1/9999,Engineer
91970,Snehasis,Swab,1/9/1964,12/13/1999,1/1/9999,Engineer
91975,Gio,Ohori,5/8/1962,7/31/1986,1/1/9999,Senior Engineer
91983,Shem,Grospietsch,9/13/1964,6/1/1986,1/1/9999,Senior Engineer
91988,Vishwani,Perl,11/13/1964,6/19/1998,1/1/9999,Technique Leader
91990,Seongbae,Sifakis,8/12/1963,12/22/2001,1/1/9999,Senior Engineer
91995,Karoline,Sullins,10/11/1963,3/21/1998,1/1/9999,Engineer
92000,Shunichi,Nyrup,12/7/1964,5/11/1997,1/1/9999,Senior Engineer
92006,Khue,Peek,7/30/1963,1/3/1990,1/1/9999,Staff
92008,Jaewon,Speckmann,9/9/1964,7/23/1989,1/1/9999,Senior Engineer
92010,Guenter,Marquardt,2/1/1963,12/2/1997,1/1/9999,Engineer
92013,Kish,Chartres,7/14/1964,5/2/1985,1/1/9999,Senior Engineer
92018,Bernardo,Kaiserswerth,7/9/1963,7/18/2002,1/1/9999,Engineer
92021,Owen,Brlek,6/30/1963,8/12/1987,1/1/9999,Senior Staff
92026,Jungsoon,Dalphin,1/25/1963,1/13/2001,1/1/9999,Technique Leader
92032,Serif,Mansanne,4/10/1964,4/28/1999,1/1/9999,Staff
92036,Munenori,Hockney,2/19/1964,12/22/1998,1/1/9999,Staff
92037,Yishay,Laurillard,7/7/1964,5/1/2000,1/1/9999,Engineer
92040,Shuky,Guerreiro,5/17/1964,5/16/1993,1/1/9999,Senior Staff
92055,Yuichiro,Luders,7/23/1962,5/26/2002,1/1/9999,Staff
92058,Alain,Meriste,1/26/1962,10/28/1995,1/1/9999,Senior Staff
92060,Arra,Willoner,7/13/1964,10/22/1999,1/1/9999,Senior Engineer
92061,Neelam,Garrabrants,6/30/1962,12/20/1992,1/1/9999,Engineer
92065,Mohamadou,Staylopatis,9/20/1963,12/27/2001,1/1/9999,Staff
92067,Nevio,Barvinok,2/11/1963,8/24/1995,1/1/9999,Engineer
92073,Kiyomitsu,Kieras,12/14/1963,6/8/1998,1/1/9999,Staff
92074,Gaetan,Randt,6/6/1962,12/24/1997,1/1/9999,Senior Staff
92077,Gennady,Ranon,9/17/1964,9/8/1993,1/1/9999,Staff
92078,Huiqun,Back,4/14/1964,2/4/1995,1/1/9999,Staff
92080,Yechezkel,Lores,4/6/1962,4/26/1990,1/1/9999,Engineer
92081,Alagu,Neimat,4/4/1963,7/19/1985,1/1/9999,Staff
92085,Djenana,Marrevee,6/22/1963,7/21/1995,1/1/9999,Senior Staff
92104,Olivera,Wolniewicz,12/6/1963,1/28/1999,1/1/9999,Engineer
92110,Werner,Staelin,10/30/1962,1/2/1996,1/1/9999,Engineer
92123,Munenori,Zultner,3/6/1963,10/16/1992,1/1/9999,Senior Engineer
92126,Florian,Suermann,5/7/1964,5/25/1997,1/1/9999,Engineer
92127,Ramya,Bail,4/27/1962,1/3/2000,1/1/9999,Senior Engineer
92134,Vishv,Kornatzky,12/27/1963,4/30/1995,1/1/9999,Engineer
92141,Larisa,Falster,2/9/1964,7/4/1992,1/1/9999,Engineer
92148,Radhakrishnan,Parveen,10/4/1963,3/4/1993,1/1/9999,Staff
92152,Aron,Trelles,5/28/1962,2/1/1990,1/1/9999,Senior Engineer
92162,Kazuhira,Tempesti,12/16/1964,6/10/1999,1/1/9999,Staff
92171,Toshiko,Bruckman,3/13/1962,8/1/1993,1/1/9999,Engineer
92174,Subhada,Seghrouchni,3/24/1964,1/23/1989,1/1/9999,Senior Staff
92178,Muzhong,Isard,8/22/1964,9/27/1987,1/1/9999,Senior Staff
92188,Adit,Demke,4/23/1964,7/10/1997,1/1/9999,Senior Engineer
92190,Geraldo,Waschkowski,8/6/1962,11/4/1995,1/1/9999,Technique Leader
92198,Yunming,Holburn,10/27/1962,9/13/1996,1/1/9999,Senior Staff
92199,Seongbae,Beilner,7/24/1963,6/16/1986,1/1/9999,Staff
92200,Dinkar,Carrera,1/25/1964,5/12/1991,1/1/9999,Engineer
92201,Jongsuk,Hambrick,9/7/1964,6/22/1987,1/1/9999,Senior Engineer
92204,Utz,Vanwelkenhuysen,5/22/1962,3/15/1988,1/1/9999,Staff
92205,Somnath,Landherr,7/18/1962,1/27/2000,1/1/9999,Engineer
92212,Yongqiao,Iisaka,9/30/1963,4/1/1999,1/1/9999,Assistant Engineer
92223,Alagu,Lukaszewicz,9/23/1964,7/24/1999,1/1/9999,Staff
92224,Shmuel,Candan,4/17/1964,12/31/1989,1/1/9999,Staff
92236,Joydip,Munawer,2/17/1963,2/2/1993,1/1/9999,Staff
92246,Tadahiro,McFarlin,7/22/1964,9/6/1987,1/1/9999,Senior Engineer
92268,Martial,Stanfel,12/29/1962,1/17/1987,1/1/9999,Senior Engineer
92275,Khoa,Valtorta,1/26/1962,8/21/1998,1/1/9999,Senior Staff
92277,Dung,Pavlopoulou,9/10/1962,10/31/1996,1/1/9999,Engineer
92282,Moie,Emden,10/17/1963,8/14/1997,1/1/9999,Engineer
92284,Sanjit,Kragelund,9/22/1962,11/10/1998,1/1/9999,Staff
92287,Candida,Quadeer,9/28/1964,3/5/1997,1/1/9999,Senior Staff
92288,Jolita,Serra,7/19/1963,10/4/1994,1/1/9999,Engineer
92296,Kristian,Dolinsky,10/12/1963,1/22/1986,1/1/9999,Senior Engineer
92301,Perla,Aloisi,1/7/1962,7/13/1988,1/1/9999,Technique Leader
92303,Phillip,Sridhar,1/23/1964,7/26/1991,1/1/9999,Senior Engineer
92306,Sachio,Hedayat,11/16/1964,5/19/1999,1/1/9999,Engineer
92308,Chenye,Dichev,2/13/1964,6/17/1993,1/1/9999,Senior Staff
92334,Susanna,Vural,8/12/1964,11/13/1993,1/1/9999,Engineer
92343,Herbert,Karlin,10/30/1963,2/3/1999,1/1/9999,Senior Staff
92351,Phillip,Thiran,10/5/1962,1/19/1988,1/1/9999,Engineer
92352,Satosi,Lammel,9/4/1963,6/27/1998,1/1/9999,Senior Engineer
92353,Subhada,Porotnikoff,8/9/1964,12/23/1993,1/1/9999,Technique Leader
92357,Billie,Masada,11/24/1964,6/3/1996,1/1/9999,Technique Leader
92358,Eirik,Kusalik,2/24/1964,9/17/1994,1/1/9999,Engineer
92364,Sven,Hoogerwoord,10/28/1964,2/25/1985,1/1/9999,Senior Staff
92380,Yurii,Jansch,12/19/1962,3/8/1996,1/1/9999,Engineer
92382,Moty,Pietracaprina,8/2/1963,4/8/1991,1/1/9999,Senior Staff
92383,Stella,Chleq,3/9/1963,6/1/1986,1/1/9999,Senior Staff
92387,Candido,Munck,8/9/1962,2/18/1995,1/1/9999,Engineer
92388,Giao,Heuter,12/15/1963,9/27/1991,1/1/9999,Senior Engineer
92390,Radoslaw,Pfau,8/13/1963,11/5/2000,1/1/9999,Staff
92395,Elgin,Selvestrel,7/8/1963,6/10/1991,1/1/9999,Engineer
92404,Sergi,Cesareni,4/11/1964,7/11/1996,1/1/9999,Staff
92408,Satyanarayana,Lindenbaum,3/24/1962,2/25/1990,1/1/9999,Assistant Engineer
92423,Brigham,Schonegge,8/4/1964,2/16/1986,1/1/9999,Senior Engineer
92428,Basim,Srimani,9/12/1964,1/2/1997,1/1/9999,Engineer
92433,Mountaz,Usery,3/27/1963,3/2/1986,1/1/9999,Senior Engineer
92436,Guozhong,Takkinen,9/13/1964,8/6/1992,1/1/9999,Senior Engineer
92438,Aria,Kilgore,1/4/1965,4/11/1992,1/1/9999,Senior Engineer
92448,Flemming,Rodiger,6/3/1962,6/7/2002,1/1/9999,Engineer
92449,Georg,Birsak,9/15/1963,5/1/1991,1/1/9999,Senior Staff
92452,Paloma,Ghandeharizadeh,5/10/1964,7/19/1996,1/1/9999,Staff
92454,Visit,McFarlan,1/24/1965,10/22/1987,1/1/9999,Engineer
92456,Kersti,McConalogue,11/2/1962,1/10/1987,1/1/9999,Senior Engineer
92463,Ramalingam,Kitsuregawa,5/24/1962,7/19/1995,1/1/9999,Senior Engineer
92467,Moni,Brattka,11/22/1964,4/1/1988,1/1/9999,Senior Staff
92468,Akhilish,Gist,1/7/1963,7/2/1993,1/1/9999,Technique Leader
92480,Rosalyn,Waeselynck,2/23/1963,11/25/1992,1/1/9999,Senior Engineer
92482,Taegyun,Collette,1/16/1962,7/22/1990,1/1/9999,Engineer
92484,Phuoc,Rotem,3/19/1962,6/1/1993,1/1/9999,Staff
92490,Valdiodio,Pouyioutas,7/2/1962,12/26/1989,1/1/9999,Senior Engineer
92498,Siddarth,Levasseur,7/6/1964,9/18/1992,1/1/9999,Senior Engineer
92502,Hitofumi,Serra,12/30/1962,9/23/1996,1/1/9999,Technique Leader
92505,Leon,Kuhnemann,12/21/1962,12/8/1987,1/1/9999,Senior Engineer
92519,Suvo,Valiente,6/28/1963,9/14/1989,1/1/9999,Senior Staff
92520,Berhard,Passino,10/5/1963,11/27/1993,1/1/9999,Staff
92526,Sakthirel,Pollock,10/2/1963,11/16/1997,1/1/9999,Staff
92528,Tamiya,Georgatos,10/26/1962,7/11/1985,1/1/9999,Senior Engineer
92543,Francesca,Munawer,10/31/1964,8/27/1996,1/1/9999,Engineer
92561,Morris,Xiaoshan,12/25/1963,8/20/1987,1/1/9999,Staff
92562,Yucel,Massonet,6/9/1962,2/7/1992,1/1/9999,Senior Staff
92565,Eldridge,Schurmann,3/30/1964,6/14/1993,1/1/9999,Engineer
92567,Mong,Kushnir,4/5/1962,9/23/1992,1/1/9999,Staff
92568,Kenroku,Koyama,8/12/1964,9/14/1994,1/1/9999,Staff
92573,Mizuhito,Oaver,1/21/1962,6/5/1990,1/1/9999,Engineer
92577,Zhanqiu,Farrow,1/6/1965,1/10/1999,1/1/9999,Assistant Engineer
92578,Zissis,Jayawardene,3/13/1964,2/24/1986,1/1/9999,Senior Staff
92586,Akhilish,Underwood,5/12/1963,6/9/1995,1/1/9999,Engineer
92589,Vasiliy,McClure,12/11/1962,8/23/2000,1/1/9999,Engineer
92596,Perry,Lubachevsky,9/9/1964,5/16/1992,1/1/9999,Senior Engineer
92598,Ranga,Merro,1/18/1965,5/11/1996,1/1/9999,Assistant Engineer
92602,Bojan,Shokrollahi,2/10/1964,6/9/1997,1/1/9999,Staff
92609,Rosita,Hofmeyr,10/20/1963,11/15/1993,1/1/9999,Senior Staff
92610,Fumitaka,DuCasse,9/23/1964,2/21/1994,1/1/9999,Senior Staff
92615,Berry,Puppe,1/16/1962,4/17/1999,1/1/9999,Engineer
92619,Baocai,Perz,7/30/1963,8/5/1987,1/1/9999,Senior Engineer
92621,Marco,Ernst,6/20/1963,6/4/1995,1/1/9999,Staff
92624,Chiradeep,Snyers,6/6/1962,6/18/1988,1/1/9999,Staff
92635,Girolamo,Kopetz,7/25/1964,9/23/1991,1/1/9999,Senior Engineer
92638,Magy,Yurov,4/3/1963,1/10/1989,1/1/9999,Staff
92641,Jongsuk,Gelosh,1/16/1964,9/21/1987,1/1/9999,Engineer
92647,Masaru,Jayawardene,11/12/1962,4/12/1989,1/1/9999,Technique Leader
92651,Arco,Conta,1/22/1962,6/21/1992,1/1/9999,Senior Staff
92653,Martijn,Fortenbacher,8/17/1964,11/2/1999,1/1/9999,Engineer
92657,Qingxiang,Gornas,12/16/1962,12/30/1990,1/1/9999,Senior Staff
92670,Uri,Woycyznski,4/27/1964,4/25/1998,1/1/9999,Staff
92672,Nishit,Birge,10/7/1964,9/1/1995,1/1/9999,Technique Leader
92675,Kristen,Erman,5/10/1964,9/26/1990,1/1/9999,Senior Engineer
92679,Sajjan,Dayang,8/27/1964,1/28/2000,1/1/9999,Staff
92685,Mang,Atchley,1/26/1965,6/7/1995,1/1/9999,Senior Staff
92695,Yuqun,Gien,12/19/1962,5/26/1995,1/1/9999,Engineer
92697,Larisa,Swan,9/5/1964,8/2/1985,1/1/9999,Senior Staff
92705,Gunilla,Pintelas,12/11/1963,10/10/1991,1/1/9999,Engineer
92715,Boaz,Gecseg,7/16/1964,9/15/1986,1/1/9999,Senior Engineer
92726,Saeed,Doering,7/3/1962,3/17/1988,1/1/9999,Staff
92728,Cedric,Francisci,1/11/1963,11/24/1995,1/1/9999,Engineer
92739,Fumiya,Schoegge,2/11/1963,5/22/1986,1/1/9999,Senior Staff
92748,Bokyung,Hiroyama,4/6/1963,8/10/1997,1/1/9999,Staff
92753,Gritta,Luit,4/13/1963,6/19/1992,1/1/9999,Senior Engineer
92759,Kazuhiko,Siegrist,12/2/1963,2/12/1989,1/1/9999,Senior Staff
92763,Cedric,Cannane,6/29/1962,9/6/1996,1/1/9999,Senior Staff
92772,Mohamadou,McClurg,6/20/1963,6/1/1997,1/1/9999,Senior Staff
92781,Bouchung,Yetto,4/9/1963,8/28/1993,1/1/9999,Staff
92783,Tristan,Chelton,11/19/1964,4/18/1994,1/1/9999,Senior Staff
92789,Luigi,Rissanen,11/16/1964,6/21/1990,1/1/9999,Staff
92794,Mayuri,Bhattacharjee,12/8/1963,8/12/1991,1/1/9999,Senior Engineer
92812,Guangming,Dengi,1/15/1963,12/15/1993,1/1/9999,Senior Engineer
92814,Parviz,Godskesen,7/28/1964,2/16/1999,1/1/9999,Engineer
92839,Tran,Weisert,1/20/1964,12/9/1988,1/1/9999,Senior Staff
92841,Claude,Candan,1/22/1965,8/4/1993,1/1/9999,Senior Staff
92843,Falguni,Carrere,6/19/1964,10/16/1994,1/1/9999,Senior Staff
92844,Uwe,Sessa,2/22/1962,9/22/1998,1/1/9999,Senior Staff
92846,Anyuan,Kropatsch,1/11/1965,9/5/1986,1/1/9999,Senior Staff
92847,Ramachenga,Weisert,5/31/1963,5/2/1988,1/1/9999,Senior Engineer
92850,Eldridge,Poupard,6/22/1963,2/20/1990,1/1/9999,Staff
92860,Masamitsu,Karnin,6/29/1963,11/4/1991,1/1/9999,Engineer
92863,Kristinn,Ermel,5/4/1963,8/22/1986,1/1/9999,Senior Staff
92864,Basem,Lovengreen,2/6/1963,4/26/1991,1/1/9999,Senior Staff
92868,Zengping,Narwekar,7/15/1964,6/2/1998,1/1/9999,Senior Staff
92871,Yannik,Radivojevic,9/8/1963,10/11/1996,1/1/9999,Staff
92884,Reinhard,Bratsberg,6/9/1964,8/29/1999,1/1/9999,Engineer
92895,Herbert,Bernardinello,2/26/1964,11/20/1989,1/1/9999,Engineer
92896,Hein,Buescher,7/31/1962,11/3/1997,1/1/9999,Engineer
92897,Harngdar,Mansanne,4/5/1962,8/31/1987,1/1/9999,Staff
92902,Dmitri,Walstra,9/15/1964,1/27/1994,1/1/9999,Staff
92905,Georgy,Pollacia,4/28/1962,6/21/1987,1/1/9999,Senior Engineer
92909,Mario,Luca,4/9/1964,4/13/1991,1/1/9999,Senior Staff
92911,Emran,Pulkowski,7/26/1963,10/9/1991,1/1/9999,Senior Staff
92915,Susumu,Biran,3/3/1963,5/21/1990,1/1/9999,Staff
92920,Huei,Hutter,1/20/1965,1/28/1993,1/1/9999,Senior Engineer
92921,Eran,Luck,3/29/1962,6/4/1987,1/1/9999,Senior Engineer
92926,Renee,Mitina,11/4/1962,3/16/1999,1/1/9999,Staff
92928,Subbu,Zuberek,6/2/1963,1/22/1997,1/1/9999,Senior Engineer
92934,Arto,Einsfeld,10/17/1964,3/6/2002,1/1/9999,Senior Engineer
92939,Nagui,Emden,6/14/1962,10/5/1998,1/1/9999,Assistant Engineer
92942,Elliott,Fadgyas,9/24/1962,7/6/1999,1/1/9999,Staff
92954,Kitty,Wielonsky,5/20/1964,1/29/1994,1/1/9999,Engineer
92956,Kristinn,Garigliano,4/23/1964,1/30/1992,1/1/9999,Staff
92958,Limsoon,Vandervoorde,5/26/1963,3/30/1988,1/1/9999,Senior Engineer
92974,Kauko,Veeraraghavan,6/20/1963,9/15/1996,1/1/9999,Staff
92988,Nechama,Rathonyi,9/8/1964,12/24/1986,1/1/9999,Engineer
92994,Kellyn,Poulakidas,3/15/1964,9/6/1987,1/1/9999,Assistant Engineer
92997,Richard,Demos,1/28/1962,12/13/1999,1/1/9999,Senior Staff
93009,Miyeon,Penttonen,11/3/1964,1/14/1999,1/1/9999,Senior Staff
93011,Alejandra,Carrere,8/12/1962,7/1/1990,1/1/9999,Senior Staff
93019,Jiang,Babb,2/22/1963,12/31/1999,1/1/9999,Engineer
93021,Seongbae,Morris,2/27/1964,12/29/1996,1/1/9999,Engineer
93024,Henk,Whitcomb,9/23/1962,11/7/1999,1/1/9999,Staff
93027,Diederik,Oehlmann,7/25/1962,1/27/1992,1/1/9999,Engineer
93032,Venkatesan,Zongker,5/18/1962,10/11/1986,1/1/9999,Senior Staff
93035,Georg,Godskesen,2/28/1964,3/18/1996,1/1/9999,Staff
93040,Jaques,Kabayashi,1/19/1965,3/13/1992,1/1/9999,Senior Engineer
93045,Randi,Comellas,3/29/1964,11/13/1994,1/1/9999,Senior Engineer
93050,Rosalie,Hanratty,1/19/1962,1/5/1987,1/1/9999,Engineer
93057,Vitaly,Meszaros,2/24/1963,8/24/1996,1/1/9999,Senior Staff
93067,Guenter,Garnick,3/6/1963,6/28/1994,1/1/9999,Staff
93077,Kendra,Guerreiro,11/21/1963,10/30/1985,1/1/9999,Senior Engineer
93081,Makato,Krone,8/11/1964,6/11/1988,1/1/9999,Assistant Engineer
93083,Sudharsan,Matzov,5/17/1963,7/14/1994,1/1/9999,Senior Engineer
93091,Goo,Pintelas,8/23/1962,8/2/1990,1/1/9999,Staff
93092,Radhika,Sudkamp,4/13/1964,8/1/1997,1/1/9999,Staff
93097,Masaki,Saoudi,2/14/1963,12/13/1998,1/1/9999,Engineer
93104,Roselyn,Kroft,1/25/1963,3/19/1995,1/1/9999,Engineer
93109,Amalendu,Kalorkoti,5/17/1963,9/11/2000,1/1/9999,Staff
93112,Adib,Grabner,5/4/1962,6/15/1987,1/1/9999,Senior Engineer
93116,Basant,Trumbly,6/14/1962,5/18/1992,1/1/9999,Technique Leader
93117,Junsik,Stamatiou,3/30/1963,5/4/2001,1/1/9999,Senior Engineer
93124,Kwee,Tanemo,5/18/1962,9/6/1988,1/1/9999,Senior Engineer
93133,Mingdong,Attimonelli,2/22/1963,8/31/1989,1/1/9999,Senior Staff
93142,Leen,Varley,7/31/1962,12/15/1997,1/1/9999,Engineer
93149,Yechezkel,Schauser,8/1/1962,11/24/1991,1/1/9999,Senior Engineer
93151,Steen,Skogmar,7/23/1964,3/20/1991,1/1/9999,Senior Staff
93158,Huican,Kirkerud,2/17/1964,11/27/1996,1/1/9999,Senior Engineer
93166,Izaskun,Selvestrel,7/28/1962,5/4/1992,1/1/9999,Senior Engineer
93172,Xiaocheng,Chvatal,10/19/1964,7/15/1986,1/1/9999,Senior Staff
93178,Leaf,Penn,8/3/1963,1/17/1995,1/1/9999,Senior Staff
93181,Pranay,Sanella,2/16/1963,8/5/1993,1/1/9999,Senior Staff
93190,Gennadi,Marakhovsky,1/15/1963,1/22/1996,1/1/9999,Technique Leader
93196,Jagoda,Lindenbaum,12/31/1964,9/10/1998,1/1/9999,Staff
93204,Neven,Nishimukai,5/5/1962,9/15/1995,1/1/9999,Staff
93208,Genta,Marzano,1/1/1964,10/9/1997,1/1/9999,Senior Staff
93209,Shin,Chvatal,5/30/1964,9/21/1990,1/1/9999,Senior Engineer
93214,Bilhanan,Haumacher,10/31/1963,3/15/1993,1/1/9999,Senior Staff
93220,Richara,Walston,1/11/1965,8/27/1996,1/1/9999,Senior Engineer
93230,Kazuhiko,Farrel,11/3/1962,5/15/1996,1/1/9999,Staff
93231,Ziya,Plumb,8/1/1964,1/3/1987,1/1/9999,Staff
93239,Mingdong,Pollacia,3/14/1962,10/18/1993,1/1/9999,Staff
93246,Jayesh,Shinomoto,5/17/1962,8/8/1990,1/1/9999,Staff
93253,Xinyu,Vieri,8/3/1964,8/27/1995,1/1/9999,Senior Engineer
93258,Elrique,Gecsei,6/30/1963,5/31/1997,1/1/9999,Engineer
93260,Zdislav,Lunn,11/6/1964,3/18/1998,1/1/9999,Senior Engineer
93263,Margareta,Conta,7/10/1962,7/23/1993,1/1/9999,Senior Staff
93270,Stepehn,Halloran,8/14/1963,1/6/1990,1/1/9999,Staff
93278,Magdalena,Penn,2/1/1965,1/4/1997,1/1/9999,Senior Engineer
93279,Shih,Shihab,10/3/1963,6/9/1987,1/1/9999,Staff
93283,Lillian,Kushner,9/8/1962,10/10/1995,1/1/9999,Assistant Engineer
93285,Lubomir,Cooman,1/18/1964,4/11/1988,1/1/9999,Senior Staff
93290,Teunis,Mellouli,4/27/1962,5/11/1986,1/1/9999,Engineer
93317,Yifei,dAstous,10/5/1964,8/3/1989,1/1/9999,Senior Staff
93322,Elvis,Ferretti,2/18/1962,9/6/1996,1/1/9999,Staff
93326,Surveyors,Garnier,4/3/1964,8/16/1995,1/1/9999,Engineer
93328,Menkae,Bierman,3/22/1962,7/12/1991,1/1/9999,Technique Leader
93333,Magy,Sabnani,1/17/1963,9/19/1999,1/1/9999,Staff
93336,Takahira,Baja,8/6/1962,9/17/1996,1/1/9999,Senior Staff
93340,Kamakshi,McAlpine,1/12/1963,3/4/1989,1/1/9999,Senior Engineer
93349,Tonny,Gist,8/20/1963,3/21/1990,1/1/9999,Senior Engineer
93351,Yishay,Kusakari,2/4/1964,11/14/1993,1/1/9999,Senior Staff
93353,Wanqing,Keustermans,9/9/1964,5/28/1998,1/1/9999,Engineer
93377,Toshimo,Kalefeld,4/11/1963,6/14/2000,1/1/9999,Senior Engineer
93386,Shigenori,Cullers,11/7/1964,12/15/1992,1/1/9999,Senior Engineer
93397,Otilia,Farrel,7/1/1962,7/11/1993,1/1/9999,Senior Staff
93403,Rutger,Vilarrasa,1/30/1964,4/19/1999,1/1/9999,Engineer
93409,Remzi,Maquelin,8/20/1964,1/15/1992,1/1/9999,Technique Leader
93411,Pohua,Rattan,2/17/1963,8/30/1988,1/1/9999,Engineer
93415,Szabolcs,Claffy,8/29/1962,8/15/1988,1/1/9999,Senior Staff
93418,Moni,Miara,7/17/1964,3/5/1987,1/1/9999,Assistant Engineer
93425,Gian,Nastansky,12/8/1963,10/19/1987,1/1/9999,Staff
93431,Yoshimitsu,Driscoll,7/17/1963,10/10/1999,1/1/9999,Senior Engineer
93434,Chenye,Ertl,2/22/1962,3/7/1992,1/1/9999,Staff
93444,Qingxiang,Chimia,4/29/1963,5/29/1994,1/1/9999,Engineer
93465,Shushma,Stasinski,8/15/1964,2/19/1995,1/1/9999,Senior Engineer
93469,Khue,Norsworthy,2/9/1964,5/2/2001,1/1/9999,Engineer
93475,Sariel,Dusink,12/20/1963,4/15/1995,1/1/9999,Engineer
93477,Navin,Isard,10/14/1963,9/11/1998,1/1/9999,Engineer
93484,Gay,Mitina,6/17/1964,5/22/1999,1/1/9999,Staff
93485,Susanta,Antonakopoulos,8/11/1963,11/10/1985,1/1/9999,Staff
93490,Nagui,Vieri,10/4/1963,4/7/1992,1/1/9999,Technique Leader
93505,Ortrud,Plump,10/11/1963,4/16/1990,1/1/9999,Staff
93511,Zhongwei,Joslin,12/1/1964,9/2/1999,1/1/9999,Technique Leader
93518,Oscal,Rusmann,2/5/1964,1/9/2001,1/1/9999,Senior Staff
93524,Bernt,Compeau,2/12/1964,6/16/1996,1/1/9999,Senior Engineer
93527,Indrajit,Parveen,7/8/1962,9/14/1996,1/1/9999,Engineer
93528,Feiyu,Azuma,4/20/1962,7/4/1997,1/1/9999,Assistant Engineer
93538,Thanasis,Binkley,3/30/1964,8/12/1992,1/1/9999,Senior Engineer
93543,Kasidit,Serra,5/30/1962,5/20/1986,1/1/9999,Senior Staff
93544,Gererd,Shinomoto,11/9/1962,12/22/1987,1/1/9999,Senior Staff
93545,Naftali,Syang,9/2/1962,1/28/1986,1/1/9999,Engineer
93549,Arie,Coullard,2/1/1965,3/28/2000,1/1/9999,Staff
93554,Aleksandar,Birch,9/5/1962,12/17/1992,1/1/9999,Senior Engineer
93555,Zito,Babb,9/7/1964,8/8/1995,1/1/9999,Staff
93560,Franziska,Farris,6/25/1964,7/24/1998,1/1/9999,Staff
93569,Masali,Kaiser,3/23/1964,9/26/1991,1/1/9999,Senior Engineer
93572,Rafols,Peha,2/6/1964,3/19/1987,1/1/9999,Staff
93579,Morris,Figueira,7/11/1963,11/18/1992,1/1/9999,Engineer
93583,Reinhard,Rodier,10/11/1962,7/15/1986,1/1/9999,Engineer
93584,Moni,Gecsel,11/24/1963,2/24/1997,1/1/9999,Staff
93585,Mats,Cannane,9/9/1962,5/20/1990,1/1/9999,Engineer
93588,Yuichiro,Ramaiah,4/23/1964,12/5/1987,1/1/9999,Staff
93590,Bojan,Maraist,5/7/1964,2/9/1987,1/1/9999,Senior Staff
93591,Denis,Baby,10/30/1962,8/29/1990,1/1/9999,Senior Staff
93600,Kristina,Neimat,1/13/1965,4/18/1988,1/1/9999,Technique Leader
93612,Godehard,Ramaiah,5/30/1964,11/26/1997,1/1/9999,Technique Leader
93613,Mayumi,Gaughan,8/17/1962,5/7/1993,1/1/9999,Senior Staff
93614,Shushma,Moffat,1/2/1964,5/4/1995,1/1/9999,Senior Staff
93616,Golgen,Rosen,8/1/1964,9/30/1991,1/1/9999,Senior Staff
93620,Mingdong,Eiter,1/2/1964,12/30/1989,1/1/9999,Senior Engineer
93633,Sajjan,Ghelli,11/17/1964,6/22/1991,1/1/9999,Senior Staff
93645,Yifei,Motley,3/18/1962,8/25/1999,1/1/9999,Staff
93648,Mitchel,Hofstetter,9/2/1962,3/18/1985,1/1/9999,Senior Engineer
93651,Anneli,Vieri,8/6/1964,1/29/1989,1/1/9999,Staff
93652,Hidde,Demizu,3/9/1962,1/24/1997,1/1/9999,Engineer
93656,Berthier,Holburn,5/24/1962,7/15/1993,1/1/9999,Staff
93661,Jasminko,Shackell,10/25/1963,11/9/1998,1/1/9999,Engineer
93664,Muzhong,Narahara,7/6/1964,3/1/1991,1/1/9999,Senior Staff
93668,JoAnna,Hutton,5/7/1963,4/29/1999,1/1/9999,Engineer
93674,Dipayan,Toyoshima,6/20/1962,5/30/1997,1/1/9999,Staff
93675,Ute,Zuberek,11/30/1964,9/20/1987,1/1/9999,Senior Engineer
93685,Yoshimitsu,Plavsic,5/11/1962,2/10/1989,1/1/9999,Technique Leader
93690,Shahab,Lanphier,7/12/1962,8/14/1997,1/1/9999,Engineer
93692,Hideyuki,Beidas,4/26/1963,5/29/1996,1/1/9999,Engineer
93700,Xuedong,Hertweck,8/22/1964,8/3/1995,1/1/9999,Technique Leader
93707,Qingxiang,Rullman,2/12/1962,5/20/1986,1/1/9999,Engineer
93709,Navin,Buchter,12/28/1963,11/9/1997,1/1/9999,Technique Leader
93716,Dekang,Brender,9/17/1963,9/12/1995,1/1/9999,Engineer
93724,Xianlong,Chappelet,3/27/1962,6/26/1989,1/1/9999,Senior Staff
93738,Nadjib,Morrey,3/9/1964,4/21/1989,1/1/9999,Staff
93748,Martijn,Curless,11/24/1962,11/15/1996,1/1/9999,Senior Staff
93753,Gina,Bage,9/9/1964,7/9/1997,1/1/9999,Staff
93757,Khun,Nanard,3/17/1964,7/13/1989,1/1/9999,Technique Leader
